video_id,comment_text,likes,replies,pol
PUlfvXaISvc,"Thank you Statoil and good luck to all involved with the Hywind Scotland floating wind farm project!\nI have suggestions for integrating wind farms into the electricity grid so as to provide power on demand whatever the weather.\nWind, storage and back-up system designer http://scottish.scienceontheweb.net/Wind%20power%20storage%20back-up%20calculator.htm?wind=30#wind \nPeak demand, wind and back-up power / energy usage and storage capacity calculator\nFor the specification and design of renewable energy electricity generation systems which successfully smooth intermittent wind generation to serve customer demand, 24 hours a day, 7 days a week and 52 weeks a year.\n\n(Which recommends about 150MWh of energy storage capacity for a 30MW wind farm)\n\nScottish Scientist\nIndependent Scientific Adviser for Scotland\nhttps://scottishscientist.wordpress.com/",0,3,0.55
5fsEPf_Uuao,She's so energetic in her vlogs but in Alex's vlogs she's like ugh 😑 such a dragg,0,0,0.25
akGWOpcWfrQ,"Doug Allan, a *famous wildlife cameraman* \n\nFor me, at least, my job is to look and not interfere. If I feel my presence is tilting the balance of the predator or the prey, then I'm doing something wrong.",1,0,-0.09999999999999999
9HIkG6vMk6E,Yassssssss my baby is here,1,0,0.0
ZYSjPZUqLdk,"If this is the reason Hillary  is not in office, ...............all I can say is thank you  Russia.",1,0,0.0
xmhRIEqbKIY,0:26,1,0,0.0
byA77xkQBEE,"Thank you for the respect you have on this situation Phil. As a Las Vegas local, this has by far been the hardest situation I've had to go through in my life. I've had coworkers and friends who were injured or killed. This event has just destroyed what security we knew in our lives here, and the folks playing the political game aren't helping either. This is a time of mourning for all of us here in Vegas.",0,0,-0.1
XA_jAJ-dWyQ,Awwwwww cuuuuuuuute ❤️❤️❤️,0,0,0.0
05v4nfUmBYI,To sofrendo,0,0,0.0
px7dYqZPk6I,First time listening to these guys. There not that bad,0,0,-0.22499999999999992
7esz7R9p_40,Much better than KSHMR 🆒▪🆒,1,0,0.5
9VjKMTwFXMw,Esoo que viva los latinos 😍,0,0,0.0
_iBpGz54ngs,This song is so true in my life at this time,1,0,0.35
4X6a3G_0HjY,Oh look at me everybody! I'm so edgy and like totally standing up for women's rights and stuff 😂,0,0,-0.15
fBR-MFpVKuc,No such thing as a 1950s mustang. They came out in 1964,0,0,0.0
9fgtEM8-VTI,https://youtu.be/dRX0wDNK6S4,0,0,0.0
2VXWgIOPgmw,Remember the alamo.,0,0,0.0
UkkPCObPShA,Hey Bethany I love you so much 💕💕 can you do a life update?,0,0,0.35
BnxkuaQxe9A,My eyes got blurry at 0:55,0,0,0.0
xHvVhhFvLtY,8:43 mini heart attack,0,0,0.0
T6iLJTy6LNQ,💀💀💀💀💀 I wasn't reAdy,0,0,0.2
WoPtuVbaSKQ,I love her!!!..,1,0,0.9765625
LHR2gzqUp5M,"No officer, I swear, it's corn starch",0,0,0.0
xEqCt7GZo7M,"I agree with hogflyer62, your static loading test was not even close to correct. See these videos https://www.youtube.com/playlist?list=PL1C878703713C6699 of an ultralight biplane we built over thirty years ago. Included is a photo of our static loading test (to -5G), we had 2160 lbs on the wings and we did separate tests for the tail feathers. We loaded the airplane in negative G because that was worse case for our structure. One thing you should be doing during the load tests is to observe that the structure returns to the same place it started when you remove the weight, otherwise it's telling you that you bent something. Nobody wants to see you get hurt.",1,0,0.08333333333333333
JhA1Wi9mrns,I love it that Kid Rock loves Tn,0,0,0.5
SeUyzOP3mys,Thank god you don't put mid-rolls into your videos. Thanks.,1,0,0.2
yj7OZ602CM8,Real glad you guys cut the zombie chant starting up at the end of the outro bumper thingie lol,0,0,0.5166666666666667
-LoSw4o2zDQ,su cute.... ive never ate cake pops before... i wanna try them ;-; but our country doesnt hav those stuff\n.. even the cookies i liked in America! ;-; I MISS YOU COOKIEEEEE,0,0,0.625
4kX7iBnoivA,Review Westwood's Blade Runner game BEFORE IT'S GONE FOREVER\n\nhttps://www.myabandonware.com/game/blade-runner-a43,0,0,-0.4
xGd8KIXqPJY,This video is better than the actual music video,0,0,0.25
VX4MQYwAh80,The Last Jedi?,0,0,0.0
Ez95rPffd8k,What's wrong with her hair in the interview?,0,0,-0.5
uCVuyIQZ-lA,Love you Camila! You Go Girl!! 😍😍,0,0,0.9765625
T6x-kDiQsWM,"It was fun the first couple of times, now its just annoying...",0,0,-0.08333333333333333
IvQQJmWdtH8,"I have never followed a band so closely and for as long as I follow FAK. Since hearing your Fleet Foxes cover in Junior High, you’ve been my favorite band. I cry, I smile, I sing so loudly... keep making beautiful music.",1,0,0.31
Uiccgh2GXzs,Your car sound like 2015 mustang or camero now,0,0,0.4
WAwRqecvMSY,I'm not a doctor or anything but my brother has eczema and the only thing that's worked for him has been the Aveeno Eczema Therapy Moisturizing Cream,0,0,0.0
Ap5hoCTkTUM,Just put a door hanger lmao,0,0,0.6
q8b5mciIDnA,Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart,0,1,0.6
9dobJDxPEzM,SNATCHED MA WEAVE,0,0,0.0
YhrOkyCju9k,BADASS,0,0,0.0
H4gFlDn6c0c,WHAT IS THIS I DON'T EVEN,0,0,0.0
upd8nVJr7lc,So amazing to see this in person!,1,0,0.7500000000000001
k1gVVnv_om4,This is how we do it here in Puerto Rico,0,0,0.0
4X6a3G_0HjY,"I don't see why this got so many men's gears going , like can one of y'all explain",0,0,0.5
-QL9dvmddYs,너무 기여우여 .....ㅠㅠㅠㅠㅠ,1,0,0.0
8ropWor8aAM,TOP TALLENT I LOVE HER,0,0,0.5
QfINpLDE_s4,"Your Bible does not have the holy name of the Son and the Father, Yasha Ahayah Bible Scriptures  https://www.amazon.com/Yasha-Ahayah-Bible-Scriptures-Study/dp/1771433264/ref=tmm_hrd_title_0?_encoding=UTF8&qid=1495595262&sr=8-16",0,0,0.0
1u5jO57eD-U,why Freddy Kruger'voice sounded like Pewdipie's?,0,0,0.0
QeBCu1ZSORs,给我们小哥哥疯狂打call！！！！,0,0,0.0
-otJ1LJGzcc,http://huredrhjto.bid/8711966267852/,0,0,0.0
D1IBXE2G6zw,My choir teacher showed this to me and my classmates,1,0,0.0
0H3MirHyX2w,What was that movie with seth rogan?,0,0,0.0
R_jKUDmJs1Y,I never knew you were a gemini \n\n\n\n\n\n\ncause i am too,0,0,0.0
fmIGnd98DX4,Lol! I'm bigger than that guy and I'm 15 years old.,0,0,0.3666666666666667
mceaM2_zQd8,Thinking about higher dimensions makes my head hurt,0,0,0.25
7D4-49pkEWY,Drive this on the autobahn.,0,0,0.0
MFoODeZfSD0,if it smells like potatoes then thats your problem,1,0,0.0
XSCneVakGGk,I'd actually watch CNN if they debated about boobs more often.  They're my favorite.,0,0,0.3333333333333333
mJSViC_Sx20,If nancy and johnathon get together il kill myself cya,0,0,0.0
XIUGqfTkaWk,I was on Sephora looking at UFO Sunday Riley Oil because I had gotten a sample and liked it.  The video suggested to mix a bit with your foundation for those with acne. Ever tried U.F.O products?,0,0,0.6
YSVlSmZWzm0,Clear right propaganda,0,0,0.09523809523809523
I0Se3ce433Q,this guy is a douche bag,0,0,0.0
JtZo62mPEKM,Khloes bod is to die for 😍,0,0,0.0
c2BcR39AtxE,#coolkid,0,0,0.0
K9Qn3Gzm2ig,Pls do more,0,0,0.5
4YX_1wql-Xw,I LOVE your hair!!! 💜💜,0,0,0.9765625
CrwmpuwLBiI,"Man, the quirky dorkiness is so adorable.",0,0,0.25
7uOvL5eLpeE,#47 trending,1,0,0.0
7e4vFMJmBIc,8k people need to lighten up and grow a sense of humor.,1,0,0.0
pAsN4lSa7O0,"I LOVE YOUR SONGS, AND VIDEOS, I LOVE YOU BLAKE SHELTON.",1,0,0.5
w7h--c54_O8,Can you make dino treats with laurdiy and Alex wassabi,0,0,0.0
_elREWy6f9w,See you guys Wednesday!!!,0,0,0.0
IUkNNDg18mY,omg he has his own channel?! why didnt he do this earlier??? great content and amazing skills! 😁😁😁,1,1,0.5750000000000001
L3f7_y9UPh4,A salute to John for his service and thanks for continuing to be a good person Kristen :),1,0,0.4666666666666666
VX9IAt75P28,I WAS JUST IN DESTIN FLORIDA A WEEK AGO!,0,0,0.0
-q47sHA4eAo,Hydrogen bombs,0,0,0.0
wUHWzsF_qJM,fuckety fuck fuck 👍🏻 soz YouTube,0,0,-0.4
PJsJ96yyVk8,"Beautiful message, thank you.",0,0,0.85
Ayb_2qbZHm4,Raf is so cute.,0,0,0.5
tfZvSS_f254,If you want to help the victims then use your platform to encourage Americans to support tougher gun control laws.,0,0,0.0
YicuZ0gYH_o,no man has been to the MOON,0,0,0.0
_95NxbsbMF4,ryland is triggered,0,0,0.0
4LwpGaDKmZ8,U have all of them?,0,0,0.0
w-n3qiLeVqg,"The entire video is framed on lies. \n\nThis narrative that white nationalism is entirely irrational and based in nothing more than hate is a complete and flat-out lie. \n\nThe statistics about domestic terrorism are, at best, incredibly misleading.\n\nThe theory that our systems of power our heavily influenced by corrupt white supremacists is a lie.\n\nThe very use of the term white supremacy is a lie. It's a propagandized scare term for the mainstream that is not an accurate representation of their views.\n\nThe talk of psychoanalysis for these people as if they are serial killers is just plain ridiculous. Oh no, wrong opinion spotted! We must find out what went wrong in their childhood.",3,0,0.045520050125313294
cVgQV6v_QKY,Did anyone else realize that he is not wearing a shirt???,0,0,0.0
qdWUQGHtyPk,"nobody thinks the players dont have the right to kneel, all we saying is this is their job, they getting payed like kings and all we want is for them to keep politics out of it. all they doing is getting baited by trump. now they look like idiots that are disrespecting america. and saying we kneeling for police brutality if fucking bullshit. they all fucking rich , why dont they do something with all that on their free time. hold a press conference. raise awareness, hold a rally or something. i dont like trump and i dont like these idiots offended the country during whats supposed to be entertaiment. why would i watch when they are saying fuck you to my face like that. \n\nkneeling = saying fuck you to america. \n\nas i said, they getting baited by trumps political move. and you aint gonna win this one. YOU ARE GETTING PLAYED NFL. YOU LET THIS IDIOT 4D CHECK MATE YOU INTO MAKING AMERICA HATE YOU.",0,0,-0.2282738095238095
s7u5igc-lFg,Crazy,0,0,-0.6
h9TlaYxoOO8,if trent reznor had been born xx instead of xy.,0,0,0.0
b0O5JtyNqek,Psh I'm too pretty for makeup.,1,0,0.25
SHq2qrFUlGY,#1 en Perú 🇵🇪👌 Te esperamos en Marzo con #ElDoradoWorldTour,0,0,0.0
KT0CE5GIjSA,never clicked so fast in my life!!!,2,0,0.390625
eERPlIdPJtI,"Going to have my gastric reduction tomorrow I hope it goes as well as yours did boogie , thanks.",0,0,0.2
8PDnSzf_TV8,"Too wide of a bezel for laptops in 2017, and a pretty much useless kind of laptop that revolves around the world of Google Chrome browser alone. Remix OS (which is an Android-based desktop computing OS) is still way better than Chrome OS. Not gonna compare this to Windows because that would be unfair. Chrome OS does not even beat a laptop operating on Windows Vista.",0,0,0.041666666666666664
wUHWzsF_qJM,love,0,0,0.5
Wp21hAL1mOU,Video idea: Paint your nails without touching them up ( like painting them but not fixing it if you paint on skin or mess something up ),1,0,0.1625
DtsWj9XiOIY,How and why would one dislike a video like this? Come on people,0,0,0.0
sxkP5m3RKQQ,Who cares,0,0,0.0
DGIZXFa3Zkw,O im early let me think of a joke\n\n\n\n\n\n\nThe nfl's top 100 players of 2016 list,4,0,0.3
RxIh_0q524c,pagaling ka tsong!,0,0,0.0
EoejGgUNmVU,Eres muy grande Laura...🤗👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,0,0,0.0
_pc1kON-doU,"I think Zac looked so amazing because he took on this super confident, sexy attitude!!! I thought he looked so good 🖤",0,0,0.6219791666666667
5mgGrx8uaRQ,Wow that's so special ow wait almost every Mall in la has one,0,0,0.2285714285714286
BnxkuaQxe9A,"This is cool and all, but why is it on trending with under 30k views?",0,0,0.35
vQ3XgMKAgxc,Lonely Together ft. Rita Ora,0,0,-0.09999999999999998
_pc1kON-doU,AYYY THAT ONE GIRL HAS A FLATSOUND SWEATER (Andrea i think). I want to be her friend. But i also want to be friends with all of them. But FLATSOUND YES,0,0,0.0
ktl2mLsSq4o,Those background sounds though... 😓😓😓,0,0,0.0
UwK-WDjdMxo,The radio warning noise always spooks me Idek why,0,0,0.0
nvAhI3ZjnjU,That shit was amazing ! Especially Kanye,0,0,0.18333333333333335
PpGyVCu2n9g,I want to know which media outlet decides what's trending. I miss when YouTube had a most viewed today playlist,1,0,0.5
4WNHB8vROg4,"Rest in peace , we lost a treasure and true great. We love you tom you will live on forever in the music",0,0,0.44659090909090904
QQP6c_xLetk,BACON  🥓,0,0,0.0
4gKhm09PKPQ,Lovely music,0,0,0.5
rRZp93mMZaI,"Que legal explorar esse lado MULHER de Shania... todas nós mulher merece esse estalo de auto analisar e dizer:  É, TÔ MUITO GATA! kkkkkkkkkkkkk , brilha Twain, bjsss de Brasil 😘",0,0,0.25
4KAfi8-2tVg,"Youtube Video View Sell\nYoutube Video LIKE Sell\nYouTube Real Subscribers Sell\n10000 YouTube Video Views for $10\n1000 YouTube Real Subscribers for $30\n1000 YouTube Likes for $5\nContact Skype: Faysal470492@hotmail,,com\nor Email me Smmshaq316@gmail,,com\nWhatsApp Number +8801680470492\nPayment Paypal/Payoneer/Skrill/Payza\nNO FREE SERVICE OR DEMO WILL BE GIVEN BEFORE PAYMENT(Don't Waste ur time Trying)\n4KAfi8-2tVg",0,0,0.15000000000000002
7KS2oJPzeZk,I love Darci but I have one question. Did she mess up in the beginning when she started singing??,0,1,0.1625
7D4-49pkEWY,Holly shit that was bad ass. He could have gone a lot faster if he didn't have to carry his giant steel balls tho...,28,2,-0.3
rl4ofGm2aNI,Is she still uploading the video she did with Kathleenlights?,0,0,0.0
crY-q80MfJU,I would pay lots of money just to see Rhett and link do an episode just explaining Rick and Morty episodes,0,0,0.0
A0lYm7Qsbak,They were a bit late to the scrne,0,0,-0.3
ktc8XDBq93k,9ล้านนนนนนนน!!!!!\nวันนี้ต้องถึง10ล้านนนสู้ๆๆ✌✌,3,0,0.0
QQVWMp_xgGg,"Oh look, another daily show reject got his own leftist cuck show. How surprising. Cant wait to hear you devote 98% of your show to trump bashing. Like all the other daily show cucks.",0,0,0.1875
aysB58GG3uM,You should have walked down the street and offered it to people!,0,0,-0.19444444444444448
vSDCb3bdFlw,Got to applaud the media for constantly giving updates and warnings.,11,1,0.0
ciXIdvfejn4,Where do you put your baby bottles?,1,4,0.0
48dQekjzI6U,sobrang cute ni qs habang tumatakbo palayo sa alon. hahah. #ss #aluja,0,0,0.5
Upqp21Dm5vg,If Gordon Ramsey Was There:\n*WHERE IS THE GOD DAMN LAMB SAUCE?!?!*,0,0,0.0
eRDxDEhEgNY,I liked it when he asked What do you see here Tony? And Tony Romo calls the play to a Tee.,0,0,0.6
FN5n87Gj0LM,How come you never made a video on Wild Tales (Relatos Salvajes)? Contrasting Black Mirror is a dark comedy delightful to watch,0,0,0.19583333333333333
l864IBj7cgw,This reminded me of the scene in hunger games with the apple,0,0,0.0
cmSphKD18uo,"I keep thinking you should have dumped them all on a piece of paper, then folded it up like a taco and then into the empty eye shadow pot, then you would have no waste and it would go much faster. I think you should pull a man vs pin and have a REDO and when you go to mix-it up, just close the lid and shake it up",0,0,0.06666666666666667
3yoGE3v4A8w,I have been on acutaine for a few months now and I went from having extremely oily skin with cystic acne to a few regular blemishes here and there (still not done with taking the pills) but my face is so dry now! I can't use any of my matte foundations anymore and I basically have to switch up my entire routine. I would say it is still worth it though!,0,0,-0.03333333333333334
lduyitPDQjY,HaHaHa ... whilst every honk and idiot in the US can buy military grade weapons these kind of advisory vids ar really necessary :)  US needs no ISIS to kill themselves.  NRA-idiots and idiocy :),0,0,0.07499999999999998
AzWiUQEdJOo,Making fun of trump is gonna get you raped by little kids in the comments...,0,0,0.056249999999999994
abeF5zQbQEM,Nooooo,0,0,0.0
VC7ZqkV1_yw,"Theres exceptions to every rule, and rap is included.  Theres plenty of rap worth listening to, and people listen to it because its actually well written and produced.  Just like every other genre, there is really terrible, cliche garbage that people seem to flock to.. rap happens to be the worst offender.",0,0,-0.365
2K57-24FnIM,That indian lady is so annoying!,14,3,-1.0
ge0fLnC_WNc,Grab em by pussy,1,0,0.0
c0FjpqLfGN8,"I'm not sure what else could be done. AC pulls moisture out of the air, and this particular type of unit releases the moisture out of the back. Some allow you to hook a hose, but that water does have to go somewhere. Many have no connection port as the water is condensed onto the coils and just drops out of the back.",1,0,0.08333333333333333
8oyf8Ecwo-Y,Luke Evans is such an underrated actor!,0,0,0.0
r9-DM9uBtVI,i hope they retain the colour palette of the first come together trailer ... this one doesn't fit at all,0,0,0.325
DprHLyvhbSg,I love your videos😊😊😊,0,0,0.5
vHDtNBh6aHs,The wife's a bitch,0,0,0.0
A778dMvbrJg,TV providers are tripping right now along with the NFL.,0,0,0.2857142857142857
b-3YW03RR0I,He’s like a British version of Connor Franta😂,0,0,0.0
SHq2qrFUlGY,Q significa soñar con una persona q se casa,0,1,0.0
FcPs-bMkUjo,"Those of you saying it's a horrible video, trust me, she was respectful about the products and if she bashed them hard ya'll would still be crying about it. She had a pretty positive attitude. \nGirl, I felt your pain throughout the video. Those products were a no! 😬",0,0,-0.07626262626262627
cxLQAuQsOWI,WHAT. A. DUO. \nThey both have amazing vocals and together they sound even better! Loved this performance of them,0,0,0.58125
IPWoD5Af7RE,its a ice cream with chocolate and vanilla combined together.\n#CakeBookQuiz,0,0,0.0
YaTxVflKDQw,I'm so sick of them!!! Can America drop them,0,0,-1.0
3QtHD3-N5nI,Hi do you have snapchat just asking,0,0,0.0
fUjicxMPDzs,Did they finally figure out they're vulnerable to slashing damage?,0,0,-0.25
sjlHnJvXdQs,I need the subs spanish 😊😊😊,0,0,0.0
G_SjnHwxWMU,X GOAT,0,0,0.0
7wwTAo01AKs,"And yet, the indoctrinated progressives who were educated by Hollywood propaganda will still buy this.  They will call you names, have stupid links, and attempt to twist what this moron said into a factual statement.  As if a pre-game anthem with the color guard on a playing field is unusual.",0,0,-0.375
ofzjzf_rhZc,"Great video! You should put subtitles in these little tutorial videos! I'm from Belgium and have been doing these kind of little projects with my nephew. For the moment, I have to translate all of it during the video which makes it a bit confusing. If he could just read it, and watch what you're doing, he could continue without my help, which would make it even more fun for him!",0,0,0.25044642857142857
Koxzz7LDmEE,You should go back into your under ground bunker for a video,0,0,0.0
E3DWd2dTiaQ,Awesome!! absolutely awesome,0,0,1.0
2iObySa91b0,Horrible that they removed HEADPHONE JACK!!!,0,0,-1.0
81OBIsQoQIc,마크스트롱님 목소리 캡짱 좋네요!!! 올리 아버지 목소리 좋아하는데 완전 비슷해요!!😀😉,3,0,0.0
VsXu80J31uc,prehistoric giant cockroaches are cooler,0,0,0.0
np1RFbKh5a0,That didn't look anything like Jaws,0,0,0.0
p_P9J97ELlg,People keep bringing up about her tooth . She mention a few videos ago she has a diamond on her tooth people !!!!!!!!,0,0,-1.0
wmca2wWi1CM,He didn't know she doesn't celebrate April's fools? You know nothing .....,0,0,0.0
oSRXEHsORZo,He nailed it this time...one of his best videosss,1,0,1.0
_r5eTelhpmQ,Favorite country star.,0,0,0.5
DprHLyvhbSg,I’m late but this is the best video ever!😂,0,0,0.35
9YyB6sQ4iwA,I have an iPhone 6s Plus. This is my first iPhone from being an android user. Had the phone for about over a year. This phone has actually lasted a bit longer (as far as malfunctions or any serious damage) than I was expecting. Glad to see people get excited about something and yes the price tag sounds expensive but if you think about these phones are pretty much miniaturized computers that allow us to do business and personal things. Some people have started their careers on YouTube or other media. And also you look familiar like you been on tv?,0,0,0.09097222222222222
UCrBICYM0yM,So does anything bad happen in this movie or...?,0,0,-0.6999999999999998
j0AoUB9Nqtw,GSP is shaking,0,0,0.0
-6Zc8Co2H3w,Please say Hi id like to order a Slam with extra Jam please,0,0,0.0
IYvEhgYy35I,fuck grammerly,0,0,-0.4
AHrCI9eSJGQ,"Holy Crap this was awe inspiring loved this, it was so relaxing. Would love if you captured more.",0,0,0.27999999999999997
H7ojygIbMYk,She's just a living legend,0,0,0.0
JgYfZAjOgEM,Where is colleen/Miranda,1,0,0.0
c3JbJmXInOs,SAM COME BACCKKKKKKK,0,0,0.0
cVgQV6v_QKY,My friend was bragging about how she's sooo good at makeup and then I showed her this video and she's like fuck never mind,0,0,0.14999999999999997
ZGlYvprDKNM,Just watched 1 of your video then I could not stop. Love everything and keep up the goodvibes. Get well soon!,2,0,0.625
fSkTpKa5gbo,"Great video... but right at the end, What did you mean by half the world's power will come from nature ? wouldn't it be better to call it something else, like renewable energy or non-fossil fuel energy? After all, Nature did create petroleum and gas",0,0,0.22130952380952387
ufaDurSCKOk,Hey guys please subscribe to my channel ❤️❤️,0,0,0.0
09xOyqOO1Eg,Ain't nobody got time to peel away outer shell from crabs. Eat it whole.,0,0,0.2
F5Ma-1A-NS0,"It may take the fun out of the game, but incidents like that can kill or cause serious damage",0,0,-0.14444444444444446
kKJZqKxpZoE,All 3 Actors from Creed are now in the MCU.,1,0,0.0
3QzUSSKfEeA,The worst culture the world has seen!,0,0,-1.0
uh3aU63f8U8,Miss you George Michael 😇😇😇,2,0,0.0
rUkHLs9RHP0,"stop complaining about the cost you sick fucks, the government cant do everything, it takes a while to be a brain surgeon and a lot of money and skill to actually be one, you need to go to school for over 10 years for your doctorates degree and then medical school on top of that, not to mention the cost of all the time you spent in college/medical school",0,0,-0.06285714285714286
4k56sdESwHQ,"LeCrae is rockin' that New Era sound on this Song, but he dropped that Fire on the track.",1,0,0.2681818181818182
P9zl2o3zYkQ,Evan engram is a beast,0,0,0.0
FqdsYn9TdWQ,Wrong ...most iconik gun is dirty harrys magnum.,0,0,-0.55
5qlSfNVp3fU,Purrrfect,0,0,0.0
IUkNNDg18mY,This was almost too awkward to watch,1,0,-0.6
xGd8KIXqPJY,Look like a dumb boy. Dumb song Katy,0,0,-0.375
KwcfpkTKEF0,She definitely needs a raise,0,0,0.0
IcYbVguyp6w,You dont love resin at all.....,0,0,0.5
ErWde9LVg0A,"You look AMAZING as always baby. I prefer tutorials, but I know you gotta make that mad ca$h. Maybe combine a GRWM with a tutorial, or incorporate a new product review (palette, foundation, eyeliner, etc.) at a point in the tutorial. We all know a bish gotta hustle, call it whatever you need to get them clicks but PLEASE keep giving us tutorials!!!!",0,0,0.10263967803030305
-s267WkYVoo,Saddest film of all time? That's easy: The Fox and the Hound.,0,0,0.43333333333333335
ZcTvrxwP6Is,#NotMyStarTrek. Pay to Watch My Ass! Fuck CBS.,1,0,-0.4
8-M7WA1qX1g,At least you can still stand.  I can't walk anymore cause I got shot in the back,0,0,-0.15
GlWaXiJVwYI,batman is so screwed!!!! hahahahahaha,0,0,0.0
0lDRz8qmXpE,Plez don’t turn into buzzfeed,1,0,0.0
dE9-DgGYZRU,Arnold was not taking s*** no more he was putting his fist up and ready to fight I love Arnold!!!,0,0,0.30885416666666665
Vgme9O6YZI8,"Fake, the missiles were paid actors.",20,2,-0.5
rFFo-0v_vi4,"I know this is early, but are you bringing Nicki Star Tip back for this Halloween?! I LOVED HER 😍",87,0,0.26666666666666666
Cz3Coxi9D3E,"I've been waiting for a new song for ages,G.O.A.T",0,0,0.13636363636363635
M1nSzaWFTDE,Is it just vlogs now?? 😁😄,0,1,0.0
EoejGgUNmVU,Her voice is one of the most beautiful voices in the whole world,2,0,0.5166666666666667
dX72axAvIGc,To Zanarkand!,0,0,0.0
u8f6k9vjl-A,if you love 80'5 and 90's stuff check out - color club - shes an amazing youtuber,0,0,0.55
0bcHEsmmpzU,Please make Arby’s meat mountain,0,0,0.0
hNsUtZmWgdg,Amazing !  God Bless You!,0,0,0.9375000000000001
xEKSJLaiZa0,"well Hey, Lets meet the Mrs.............",0,0,0.0
b6utGZQ9Sks,"all of Tom's videos are nicely done but, it's just me that his voice bother so much? =( it's not my fault tho.. sorry..",0,0,-0.11249999999999999
xwW0VfkFljE,"I'm deathly allergic to animals, and being on a plane with them is my worst nightmare.  I always figured the staff would work with me, but apparently I'm going to need to go to my allergist for paperwork before every single flight?  There should be an easier way.",0,0,-0.34047619047619043
MGuUiaZWyWo,2:15 from left to right my predictions: \n\nhello dolly \nmaths equation \ninverted cross \nwolf \npu$$y \nfish,0,2,0.09523809523809523
TH2QRvu97NI,"My sister was the one that told me I had Tripophobia! Let me just tell you if you think you may have it, before googling prepare to be nauseous and also have some assistance nearby to switch the screen for you!!",0,0,0.0
